# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS normal_x normal_y normal_z curvature
SIZE 4 4 4 4
TYPE F F F F
COUNT 1 1 1 1
WIDTH 3365
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 3365
DATA ascii
0.00081190479 0.86771792 0.49705631 7.9116842e-05
0.0018559482 0.86777461 0.49695447 0.00015420053
0.0037611565 0.8675772 0.49728844 0.00012781702
0.0011205848 0.86769289 0.4970994 0.00010028431
0.0015199248 0.8673954 0.49761721 0.0001167966
0.0030841199 0.86725378 0.49785683 9.3126815e-05
0.0052985465 0.87294436 0.487791 1.0663149e-05
0.006224216 0.87296844 0.48773697 5.5542856e-05
0.0051844539 0.87313229 0.48745584 2.6535692e-05
0.0039502196 0.87172455 0.48998046 1.2216951e-05
0.0044831098 0.8718704 0.48971629 3.0617721e-05
0.0023465473 0.87117273 0.49097106 3.723985e-05
0.0010258846 0.87047648 0.49220896 3.8970567e-05
0.00016041099 0.86955637 0.49383372 0.00011176607
0.00022377493 0.86820364 0.49620801 9.0537484e-05
0.0018634226 0.86762941 0.49720785 8.3147745e-05
0.0037299036 0.8674553 0.49750122 7.7517987e-05
0.0050435485 0.86851203 0.49564257 7.7974255e-05
0.0052260384 0.86895573 0.49486229 2.5554333e-05
0.00604543 0.86929744 0.4942522 2.095526e-05
0.0061455299 0.86906117 0.49466643 3.6856633e-05
0.0049409908 0.87029421 0.49250737 1.0242762e-05
0.0047116978 0.87008387 0.49288115 0
0.0044162474 0.86991918 0.49317443 0
0.0031158687 0.8693037 0.49426872 0
-0.00031020801 0.86881679 0.49513361 6.4969383e-05
0.00072689878 0.86769629 0.49709415 5.7227586e-05
0.0018601239 0.86771852 0.49705258 0.00011900347
0.0037211203 0.86694574 0.49838862 5.2501277e-05
0.0048485324 0.86708695 0.49813336 2.8005445e-05
0.197409 -0.5981009 0.77672714 0.085571006
0.0036372405 0.87360424 0.48662362 2.6383605e-05
0.0035048211 0.87335849 0.48706537 1.2333553e-05
0.0042918827 0.87271744 0.4882068 2.9168144e-05
0.0045778011 0.8729943 0.48770893 4.7606591e-05
0.0048315157 0.873411 0.48695996 0
0.0055520148 0.87351626 0.48676327 5.2555279e-05
0.005462436 0.87339532 0.48698127 5.3793385e-05
0.0054037618 0.8732971 0.48715812 0
0.0034381382 0.87276596 0.48812678 3.2004242e-05
0.0021259882 0.87170464 0.49002701 5.7499637e-05
0.0015425925 0.87052101 0.49212885 4.7003305e-05
0.0030818926 0.87002999 0.49298936 7.5464137e-05
0.0010142293 0.86873174 0.49528179 4.2031861e-05
0.0022481186 0.86897969 0.49484265 6.3167601e-05
0.0043582199 0.87017274 0.49272752 0
0.0056268708 0.87050706 0.49212378 9.157473e-06
0.005927667 0.87035221 0.492394 2.916606e-05
0.0052580745 0.87051696 0.49211034 0
0.0051197517 0.87007499 0.49289289 0
0.0046950043 0.86981845 0.49334958 6.9056375e-07
0.0043036533 0.86974645 0.49348006 0
0.0026338743 0.86929601 0.49428478 0
0.0019335472 0.86934102 0.49420893 4.7192207e-05
0.00030500416 0.8675487 0.49735221 1.8740815e-05
-0.001712092 0.86614835 0.49978408 5.887415e-05
0.0036435458 0.87359619 0.48663795 2.0672129e-05
0.0036438287 0.87277555 0.48810816 1.3007932e-05
0.0042918795 0.87271744 0.48820677 2.9128052e-05
0.004573225 0.87303734 0.4876318 6.0614788e-05
0.0048583238 0.87342137 0.48694092 3.5587782e-05
0.0057250569 0.87345368 0.48687357 3.2043663e-05
0.0054624914 0.873357 0.48705006 5.3147036e-05
0.0040844693 0.8720057 0.48947868 0
0.0026133698 0.87142426 0.49052313 0
0.00088076404 0.87073982 0.49174321 8.8323948e-05
0.00084808149 0.87027866 0.49255893 7.7962541e-05
0.0013830833 0.86960012 0.4937548 0.00011650752
0.0015743834 0.86864978 0.49542412 0.00011738502
0.0021409472 0.86914122 0.49455938 0.0001548866
0.0041751154 0.86949569 0.49392289 4.4832886e-05
0.0054410808 0.86983633 0.49331042 3.4935339e-05
0.0062297042 0.86970341 0.49353537 3.0018015e-05
0.0063199545 0.86991811 0.49315566 3.2374559e-05
0.0051457509 0.87011075 0.49282941 0
